Effective Date,Ticker,Security Name,% Wgt,Market Value
31/03/2023,SEE US,SEALED AIR CORP,0.02,74019408
31/03/2023,SRE US,SEMPRA ENERGY,0.14,517540550
31/03/2023,NOW US,SERVICENOW INC,0.27,1029204695
31/03/2023,SHW US,SHERWIN-WILLIAMS CO/THE,0.15,578262632
31/03/2023,SPG US,SIMON PROPERTY GROUP INC,0.11,399381090
31/03/2023,SWKS US,SKYWORKS SOLUTIONS INC,0.05,205252402
31/03/2023,AOS US,SMITH (A.O.) CORP,0.03,96318828
31/03/2023,SNA US,SNAP-ON INC,0.04,143225333
31/03/2023,SEDG US,SOLAREDGE TECHNOLOGIES INC,0.05,185344151
31/03/2023,SO US,SOUTHERN CO/THE,0.22,825035805
31/03/2023,LUV US,SOUTHWEST AIRLINES CO,0.06,210451539
31/03/2023,SWK US,STANLEY BLACK & DECKER INC,0.03,129112851
31/03/2023,SBUX US,STARBUCKS CORP,0.35,1305613908
31/03/2023,STT US,STATE STREET CORP,0.08,288202391
31/03/2023,STLD US,STEEL DYNAMICS INC,0.05,204404679
31/03/2023,STE US,STERIS PLC,0.05,206699272
31/03/2023,SYK US,STRYKER CORP,0.28,1050017752
31/03/2023,SYF US,SYNCHRONY FINANCIAL,0.04,138645937
31/03/2023,SNPS US,SYNOPSYS INC,0.17,642254182
31/03/2023,SYY US,SYSCO CORP,0.11,427062979
31/03/2023,TROW US,T ROWE PRICE GROUP INC,0.07,276325460
31/03/2023,TMUS US,T-MOBILE US INC,0.25,935918856
31/03/2023,TTWO US,TAKE-TWO INTERACTIVE SOFTWRE,0.05,206356431
31/03/2023,TPR US,TAPESTRY INC,0.03,113121459
31/03/2023,TRGP US,TARGA RESOURCES CORP,0.05,178837800
31/03/2023,TGT US,TARGET CORP,0.22,830281989
31/03/2023,TEL US,TE CONNECTIVITY LTD,0.12,455309914
31/03/2023,TDY US,TELEDYNE TECHNOLOGIES INC,0.06,228733826
31/03/2023,TFX US,TELEFLEX INC,0.03,129625820
31/03/2023,TER US,TERADYNE INC,0.05,182995674
31/03/2023,TSLA US,TESLA INC,1.62,6087068093
31/03/2023,TXN US,TEXAS INSTRUMENTS INC,0.49,1838521910
31/03/2023,TXT US,TEXTRON INC,0.04,162175591
31/03/2023,CI US,THE CIGNA GROUP,0.22,832615119
31/03/2023,TMO US,THERMO FISHER SCIENTIFIC INC,0.66,2466107979
31/03/2023,TJX US,TJX COMPANIES INC,0.26,990826938
31/03/2023,TSCO US,TRACTOR SUPPLY COMPANY,0.08,283145872
31/03/2023,TT US,TRANE TECHNOLOGIES PLC,0.12,461465075
31/03/2023,TDG US,TRANSDIGM GROUP INC,0.11,417042053
31/03/2023,TRV US,TRAVELERS COS INC/THE,0.11,432167977
31/03/2023,TRMB US,TRIMBLE INC,0.04,141768108
31/03/2023,TFC US,TRUIST FINANCIAL CORP,0.13,492762800
31/03/2023,TYL US,TYLER TECHNOLOGIES INC,0.04,160816473
31/03/2023,TSN US,TYSON FOODS INC-CL A,0.05,188036155
31/03/2023,UDR US,UDR INC,0.04,136865093
31/03/2023,ULTA US,ULTA BEAUTY INC,0.08,304283053
31/03/2023,UNP US,UNION PACIFIC CORP,0.36,1343468865
31/03/2023,UAL US,UNITED AIRLINES HOLDINGS INC,0.04,157535576
31/03/2023,UPS US,UNITED PARCEL SERVICE-CL B,0.41,1544541590
31/03/2023,URI US,UNITED RENTALS INC,0.08,298682447
31/03/2023,UNH US,UNITEDHEALTH GROUP INC,1.28,4817220929
31/03/2023,UHS US,UNIVERSAL HEALTH SERVICES-B,0.02,88795746
31/03/2023,USB US,US BANCORP,0.15,547930980
31/03/2023,VLO US,VALERO ENERGY CORP,0.16,586235961
31/03/2023,VTR US,VENTAS INC,0.05,189165745
31/03/2023,VRSN US,VERISIGN INC,0.06,214079615
31/03/2023,VRSK US,VERISK ANALYTICS INC,0.09,326888574
31/03/2023,VZ US,VERIZON COMMUNICATIONS INC,0.47,1781884343
31/03/2023,VRTX US,VERTEX PHARMACEUTICALS INC,0.24,883670843
31/03/2023,VFC US,VF CORP,0.02,82567709
31/03/2023,VTRS US,VIATRIS INC,0.03,127270916
31/03/2023,VICI US,VICI PROPERTIES INC,0.1,357179866
31/03/2023,V US,VISA INC-CLASS A SHARES,1.06,3996821633
31/03/2023,VNT US,VONTIER CORP,0,27
31/03/2023,VMC US,VULCAN MATERIALS CO,0.07,248367755
31/03/2023,WAB US,WABTEC CORP,0.05,199514774
31/03/2023,WBA US,WALGREENS BOOTS ALLIANCE INC,0.07,270356537
31/03/2023,WMT US,WALMART INC,0.6,2255802899
31/03/2023,DIS US,WALT DISNEY CO/THE,0.53,1995541536
31/03/2023,WBD US,WARNER BROS DISCOVERY INC,0.1,364033609
31/03/2023,WM US,WASTE MANAGEMENT INC,0.18,663781271
31/03/2023,WAT US,WATERS CORP,0.05,201177758
31/03/2023,WEC US,WEC ENERGY GROUP INC,0.09,325656638
31/03/2023,WFC US,WELLS FARGO & CO,0.41,1553907234
31/03/2023,WELL US,WELLTOWER INC,0.1,368984200
31/03/2023,WST US,WEST PHARMACEUTICAL SERVICES,0.07,279815408
31/03/2023,WDC US,WESTERN DIGITAL CORP,0.03,131226459
31/03/2023,WRK US,WESTROCK CO,0.02,84020964
31/03/2023,WY US,WEYERHAEUSER CO,0.06,242854037
31/03/2023,WHR US,WHIRLPOOL CORP,0.02,78044679
31/03/2023,WMB US,WILLIAMS COS INC,0.11,394884197
31/03/2023,WTW US,WILLIS TOWERS WATSON PLC,0.07,273892828
31/03/2023,WRB US,WR BERKLEY CORP,0.04,137855781
31/03/2023,GWW US,WW GRAINGER INC,0.09,338516363
31/03/2023,WYNN US,WYNN RESORTS LTD,0.03,127513387
31/03/2023,XEL US,XCEL ENERGY INC,0.11,401941119
31/03/2023,XYL US,XYLEM INC,0.05,205892864
31/03/2023,YUM US,YUM! BRANDS INC,0.11,405162929
31/03/2023,ZBRA US,ZEBRA TECHNOLOGIES CORP-CL A,0.05,178681020
31/03/2023,ZBH US,ZIMMER BIOMET HOLDINGS INC,0.08,295298745
31/03/2023,ZION US,ZIONS BANCORP NA,0.01,48973801
31/03/2023,ZTS US,ZOETIS INC,0.22,844879566
28/02/2023,MMM US,3M CO,0.18,642688062
28/02/2023,ABT US,ABBOTT LABORATORIES,0.53,1913314343
28/02/2023,ABBV US,ABBVIE INC,0.82,2937299695
28/02/2023,ATVI US,ACTIVISION BLIZZARD INC,0.16,583695428
28/02/2023,ADBE US,ADOBE INC,0.45,1630551465
28/02/2023,AAP US,ADVANCE AUTO PARTS INC,0.03,94422595
28/02/2023,AMD US,ADVANCED MICRO DEVICES,0.38,1364988977
28/02/2023,AES US,AES CORP,0.05,175160179
28/02/2023,AFL US,AFLAC INC,0.12,421689165
28/02/2023,A US,AGILENT TECHNOLOGIES INC,0.13,455600328
28/02/2023,APD US,AIR PRODUCTS & CHEMICALS INC,0.19,684535741
28/02/2023,AKAM US,AKAMAI TECHNOLOGIES INC,0.03,123998477
28/02/2023,ALK US,ALASKA AIR GROUP INC,0.02,63719078
28/02/2023,ALB US,ALBEMARLE CORP,0.09,321464624
28/02/2023,ARE US,ALEXANDRIA REAL ESTATE EQUIT,0.07,238384007
28/02/2023,ALGN US,ALIGN TECHNOLOGY INC,0.07,242251840
28/02/2023,ALLE US,ALLEGION PLC,0.03,107727654
28/02/2023,LNT US,ALLIANT ENERGY CORP,0.04,136653315
28/02/2023,ALL US,ALLSTATE CORP,0.1,374561652
28/02/2023,GOOGL US,ALPHABET INC-CL A,1.62,5805334605
28/02/2023,GOOG US,ALPHABET INC-CL C,1.44,5159899032
28/02/2023,MO US,ALTRIA GROUP INC,0.25,899291852
28/02/2023,AMZN US,AMAZON.COM INC,2.51,9025731314
28/02/2023,AMCR US,AMCOR PLC,0.05,180225649
28/02/2023,AEE US,AMEREN CORPORATION,0.06,230748907
28/02/2023,AAL US,AMERICAN AIRLINES GROUP INC,0.03,110048699
28/02/2023,AEP US,AMERICAN ELECTRIC POWER,0.14,487838515
28/02/2023,AXP US,AMERICAN EXPRESS CO,0.31,1122327889
28/02/2023,AIG US,AMERICAN INTERNATIONAL GROUP,0.14,490002407
28/02/2023,AMT US,AMERICAN TOWER CORP,0.28,994979459
28/02/2023,AWK US,AMERICAN WATER WORKS CO INC,0.08,275488871
28/02/2023,AMP US,AMERIPRISE FINANCIAL INC,0.11,399127081
28/02/2023,ABC US,AMERISOURCEBERGEN CORP,0.08,271927280
28/02/2023,AME US,AMETEK INC,0.1,348565170
28/02/2023,AMGN US,AMGEN INC,0.37,1332628088
28/02/2023,APH US,AMPHENOL CORP-CL A,0.14,497860184
28/02/2023,ADI US,ANALOG DEVICES INC,0.29,1026192110
28/02/2023,ANSS US,ANSYS INC,0.08,281743704
28/02/2023,AON US,AON PLC-CLASS A,0.19,678777031
28/02/2023,APA US,APA CORP,0.04,134811477
28/02/2023,AAPL US,APPLE INC,6.62,23789043931
28/02/2023,AMAT US,APPLIED MATERIALS INC,0.3,1078393281
28/02/2023,APTV US,APTIV PLC,0.09,340037604
28/02/2023,ACGL US,ARCH CAPITAL GROUP LTD,0.08,279423620
28/02/2023,ADM US,ARCHER-DANIELS-MIDLAND CO,0.13,471898650
28/02/2023,ANET US,ARISTA NETWORKS INC,0.1,367551949
28/02/2023,AJG US,ARTHUR J GALLAGHER & CO,0.12,423834411
28/02/2023,AIZ US,ASSURANT INC,0.02,73000585
28/02/2023,T US,AT&T INC,0.4,1454462253
28/02/2023,ATO US,ATMOS ENERGY CORP,0.05,168145561
28/02/2023,ADSK US,AUTODESK INC,0.13,463783986
28/02/2023,ADP US,AUTOMATIC DATA PROCESSING,0.27,981979684
28/02/2023,AZO US,AUTOZONE INC,0.14,509840162
28/02/2023,AVB US,AVALONBAY COMMUNITIES INC,0.07,260505027
28/02/2023,AVY US,AVERY DENNISON CORP,0.04,160917313
28/02/2023,BKR US,BAKER HUGHES CO,0.09,333041526
28/02/2023,BALL US,BALL CORP,0.05,189967991
28/02/2023,BAC US,BANK OF AMERICA CORP,0.72,2583579826
28/02/2023,BK US,BANK OF NEW YORK MELLON CORP,0.11,402383004
28/02/2023,BBWI US,BATH & BODY WORKS INC,0.03,100214997
28/02/2023,BAX US,BAXTER INTERNATIONAL INC,0.06,215620617
28/02/2023,BDX US,BECTON DICKINSON AND CO,0.2,719259537
28/02/2023,BRK/B US,BERKSHIRE HATHAWAY INC-CL B,1.65,5934031006
28/02/2023,BBY US,BEST BUY CO INC,0.05,180396904
28/02/2023,BIO US,BIO-RAD LABORATORIES-A,0.03,109385221
28/02/2023,TECH US,BIO-TECHNE CORP,0.03,120350388
28/02/2023,BIIB US,BIOGEN INC,0.12,420622416
28/02/2023,BLK US,BLACKROCK INC,0.31,1117927291
28/02/2023,BA US,BOEING CO/THE,0.34,1218620478
28/02/2023,BKNG US,BOOKING HOLDINGS INC,0.29,1056707936
28/02/2023,BWA US,BORGWARNER INC,0.04,128983686
28/02/2023,BXP US,BOSTON PROPERTIES INC,0.03,99029333
28/02/2023,BSX US,BOSTON SCIENTIFIC CORP,0.2,722189537
28/02/2023,BMY US,BRISTOL-MYERS SQUIBB CO,0.44,1581600152
28/02/2023,AVGO US,BROADCOM INC,0.72,2597589887
28/02/2023,BR US,BROADRIDGE FINANCIAL SOLUTIO,0.05,178762022
28/02/2023,BRO US,BROWN & BROWN INC,0.04,139560305
28/02/2023,BF/B US,BROWN-FORMAN CORP-CLASS B,0.04,126189665
28/02/2023,CHRW US,C.H. ROBINSON WORLDWIDE INC,0.04,133403517
28/02/2023,CDNS US,CADENCE DESIGN SYS INC,0.16,568623700
28/02/2023,CZR US,CAESARS ENTERTAINMENT INC,0.03,115985636
28/02/2023,CPT US,CAMDEN PROPERTY TRUST,0.04,131059707
28/02/2023,CPB US,CAMPBELL SOUP CO,0.03,114337563
28/02/2023,COF US,CAPITAL ONE FINANCIAL CORP,0.13,450330999
28/02/2023,CAH US,CARDINAL HEALTH INC,0.06,214178896
28/02/2023,KMX US,CARMAX INC,0.03,119845777
28/02/2023,CCL US,CARNIVAL CORP,0.03,110972055
28/02/2023,CARR US,CARRIER GLOBAL CORP,0.11,407651997
28/02/2023,CTLT US,CATALENT INC,0.04,130584268
28/02/2023,CAT US,CATERPILLAR INC,0.37,1345321663
28/02/2023,CBOE US,CBOE GLOBAL MARKETS INC,0.04,143322181
28/02/2023,CBRE US,CBRE GROUP INC - A,0.08,294085394
28/02/2023,CDW US,CDW CORP/DE,0.08,292908622
28/02/2023,CE US,CELANESE CORP,0.03,124603558
28/02/2023,CNC US,CENTENE CORP,0.12,420586470
28/02/2023,CNP US,CENTERPOINT ENERGY INC,0.05,186712539
28/02/2023,CDAY US,CERIDIAN HCM HOLDING INC,0.03,120056491
28/02/2023,CF US,CF INDUSTRIES HOLDINGS INC,0.05,184130037
28/02/2023,CRL US,CHARLES RIVER LABORATORIES,0.03,117364667
28/02/2023,CHTR US,CHARTER COMMUNICATIONS INC-A,0.12,426115867
28/02/2023,CVX US,CHEVRON CORP,0.86,3086493167
28/02/2023,CMG US,CHIPOTLE MEXICAN GRILL INC,0.12,445236488
28/02/2023,CB US,CHUBB LTD,0.26,947913235
28/02/2023,CHD US,CHURCH & DWIGHT CO INC,0.06,218146532
28/02/2023,CINF US,CINCINNATI FINANCIAL CORP,0.06,206654332
28/02/2023,CTAS US,CINTAS CORP,0.11,405598343
28/02/2023,CSCO US,CISCO SYSTEMS INC,0.6,2145580600
28/02/2023,C US,CITIGROUP INC,0.3,1059534900
28/02/2023,CFG US,CITIZENS FINANCIAL GROUP,0.06,220898498
28/02/2023,CLX US,CLOROX COMPANY,0.06,203352670
28/02/2023,CME US,CME GROUP INC,0.2,719603665
28/02/2023,CMS US,CMS ENERGY CORP,0.05,182519226
28/02/2023,KO US,COCA-COLA CO/THE,0.7,2499620311
28/02/2023,CTSH US,COGNIZANT TECH SOLUTIONS-A,0.1,348424030
28/02/2023,CL US,COLGATE-PALMOLIVE CO,0.18,658563484
28/02/2023,CMCSA US,COMCAST CORP-CLASS A,0.48,1730509528
28/02/2023,CMA US,COMERICA INC,0.03,99235383
28/02/2023,CAG US,CONAGRA BRANDS INC,0.05,186263984
28/02/2023,COP US,CONOCOPHILLIPS,0.39,1389805016
28/02/2023,ED US,CONSOLIDATED EDISON INC,0.1,342192005
28/02/2023,STZ US,CONSTELLATION BRANDS INC-A,0.11,391832025
28/02/2023,CEG US,CONSTELLATION ENERGY,0.07,264276026
28/02/2023,COO US,COOPER COS INC/THE,0.05,171500343
28/02/2023,CPRT US,COPART INC,0.09,325853896
28/02/2023,GLW US,CORNING INC,0.08,276639979
28/02/2023,CTVA US,CORTEVA INC,0.13,480947194
28/02/2023,CSGP US,COSTAR GROUP INC,0.09,310130980
28/02/2023,COST US,COSTCO WHOLESALE CORP,0.64,2312897841
28/02/2023,CTRA US,COTERRA ENERGY INC,0.06,213471751
28/02/2023,CCI US,CROWN CASTLE INC,0.17,611022730
28/02/2023,CSX US,CSX CORP,0.19,691798312
28/02/2023,CMI US,CUMMINS INC,0.1,368187928
28/02/2023,CVS US,CVS HEALTH CORP,0.33,1184624100
28/02/2023,DHR US,DANAHER CORP,0.49,1750152449
28/02/2023,DRI US,DARDEN RESTAURANTS INC,0.05,188511009
28/02/2023,DVA US,DAVITA INC,0.01,49275056
28/02/2023,DE US,DEERE & CO,0.35,1242829014
28/02/2023,DAL US,DELTA AIR LINES INC,0.07,261291049
28/02/2023,XRAY US,DENTSPLY SIRONA INC,0.02,88623648
28/02/2023,DVN US,DEVON ENERGY CORP,0.11,379687979
28/02/2023,DXCM US,DEXCOM INC,0.13,467403165
28/02/2023,FANG US,DIAMONDBACK ENERGY INC,0.07,268748192
28/02/2023,DLR US,DIGITAL REALTY TRUST INC,0.09,322104366
28/02/2023,DFS US,DISCOVER FINANCIAL SERVICES,0.09,328966624
28/02/2023,DISH US,DISH NETWORK CORP-A,0.01,30282904
28/02/2023,DG US,DOLLAR GENERAL CORP,0.15,527450362
28/02/2023,DLTR US,DOLLAR TREE INC,0.09,329807973
28/02/2023,D US,DOMINION ENERGY INC,0.14,497901897
28/02/2023,DPZ US,DOMINO'S PIZZA INC,0.03,113435820
28/02/2023,DOV US,DOVER CORP,0.06,229950048
28/02/2023,DOW US,DOW INC,0.12,442069228
28/02/2023,DHI US,DR HORTON INC,0.09,314515232
28/02/2023,DTE US,DTE ENERGY COMPANY,0.06,226484995
28/02/2023,DUK US,DUKE ENERGY CORP,0.22,783372520
28/02/2023,DD US,DUPONT DE NEMOURS INC,0.11,393485640
28/02/2023,DXC US,DXC TECHNOLOGY CO,0.02,68548342
28/02/2023,EMN US,EASTMAN CHEMICAL CO,0.03,112640705
28/02/2023,ETN US,EATON CORP PLC,0.21,749222566
28/02/2023,EBAY US,EBAY INC,0.08,271313202
28/02/2023,ECL US,ECOLAB INC,0.12,422521903
28/02/2023,EIX US,EDISON INTERNATIONAL,0.08,272875643
28/02/2023,EW US,EDWARDS LIFESCIENCES CORP,0.15,537014705
28/02/2023,EA US,ELECTRONIC ARTS INC,0.09,315170001
28/02/2023,ELV US,ELEVANCE HEALTH INC,0.34,1212617020
28/02/2023,LLY US,ELI LILLY & CO,0.74,2648910128
28/02/2023,EMR US,EMERSON ELECTRIC CO,0.15,526634834
28/02/2023,ENPH US,ENPHASE ENERGY INC,0.09,306555891
28/02/2023,ETR US,ENTERGY CORP,0.06,224213703
28/02/2023,EOG US,EOG RESOURCES INC,0.2,716413097
28/02/2023,EPAM US,EPAM SYSTEMS INC,0.05,189811743
28/02/2023,EQT US,EQT CORP,0.04,130222508
28/02/2023,EFX US,EQUIFAX INC,0.07,267596003
28/02/2023,EQIX US,EQUINIX INC,0.19,687359419
28/02/2023,EQR US,EQUITY RESIDENTIAL,0.06,226866762
28/02/2023,ESS US,ESSEX PROPERTY TRUST INC,0.04,157956409
28/02/2023,EL US,ESTEE LAUDER COMPANIES-CL A,0.17,603868176
28/02/2023,ETSY US,ETSY INC,0.05,164250368
28/02/2023,RE US,EVEREST RE GROUP LTD,0.05,163069755
28/02/2023,EVRG US,EVERGY INC,0.04,143289389
28/02/2023,ES US,EVERSOURCE ENERGY,0.08,280678395
28/02/2023,EXC US,EXELON CORP,0.12,430690041
28/02/2023,EXPE US,EXPEDIA GROUP INC,0.05,175013557
28/02/2023,EXPD US,EXPEDITORS INTL WASH INC,0.05,184087918
28/02/2023,EXR US,EXTRA SPACE STORAGE INC,0.07,234614889
28/02/2023,XOM US,EXXON MOBIL CORP,1.36,4884899391
28/02/2023,FFIV US,F5 INC,0.03,91411117
28/02/2023,FDS US,FACTSET RESEARCH SYSTEMS INC,0.05,167056188
28/02/2023,FAST US,FASTENAL CO,0.09,315644442
28/02/2023,FRT US,FEDERAL REALTY INVS TRUST,0.02,84264903
28/02/2023,FDX US,FEDEX CORP,0.15,525123122
28/02/2023,FIS US,FIDELITY NATIONAL INFO SERV,0.11,405814763
28/02/2023,FITB US,FIFTH THIRD BANCORP,0.07,268909710
28/02/2023,FRC US,FIRST REPUBLIC BANK/CA,0.07,241632602
28/02/2023,FSLR US,FIRST SOLAR INC,0.05,180971343
28/02/2023,FE US,FIRSTENERGY CORP,0.06,230811112
28/02/2023,FISV US,FISERV INC,0.22,791768100
28/02/2023,FLT US,FLEETCOR TECHNOLOGIES INC,0.05,173256917
28/02/2023,FMC US,FMC CORP,0.05,174953435
28/02/2023,F US,FORD MOTOR CO,0.14,512589134
28/02/2023,FTNT US,FORTINET INC,0.12,418482386
28/02/2023,FTV US,FORTIVE CORP,0.07,254470350
28/02/2023,FOXA US,FOX CORP - CLASS A,0.03,115504785
28/02/2023,FOX US,FOX CORP - CLASS B,0.01,50955838
28/02/2023,BEN US,FRANKLIN RESOURCES INC,0.02,86262226
28/02/2023,FCX US,FREEPORT-MCMORAN INC,0.18,630004171
28/02/2023,GRMN US,GARMIN LTD,0.05,162830445
28/02/2023,IT US,GARTNER INC,0.08,278874195
28/02/2023,GEHC US,GE HEALTHCARE TECHNOLOGY,0.08,297766733
28/02/2023,GEN US,GEN DIGITAL INC,0.03,120859319
28/02/2023,GNRC US,GENERAC HOLDINGS INC,0.02,80660161
28/02/2023,GD US,GENERAL DYNAMICS CORP,0.15,551044445
28/02/2023,GE US,GENERAL ELECTRIC CO,0.28,995719460
28/02/2023,GIS US,GENERAL MILLS INC,0.14,509518606
28/02/2023,GM US,GENERAL MOTORS CO,0.17,593981864
28/02/2023,GPC US,GENUINE PARTS CO,0.08,269864307
28/02/2023,GILD US,GILEAD SCIENCES INC,0.3,1090066804
28/02/2023,GPN US,GLOBAL PAYMENTS INC,0.09,334708869
28/02/2023,GL US,GLOBE LIFE INC,0.03,118425787
28/02/2023,GS US,GOLDMAN SACHS GROUP INC,0.36,1290435939
28/02/2023,HAL US,HALLIBURTON CO,0.1,355053420
28/02/2023,HIG US,HARTFORD FINANCIAL SVCS GRP,0.08,272201870
28/02/2023,HAS US,HASBRO INC,0.02,75387079
28/02/2023,HCA US,HCA HEALTHCARE INC,0.16,564021065
28/02/2023,PEAK US,HEALTHPEAK PROPERTIES INC,0.04,138120087
28/02/2023,HSIC US,HENRY SCHEIN INC,0.03,116543448
28/02/2023,HSY US,HERSHEY CO/THE,0.1,376447889
28/02/2023,HES US,HESS CORP,0.11,400072066
28/02/2023,HPE US,HEWLETT PACKARD ENTERPRISE,0.06,217272265
28/02/2023,HLT US,HILTON WORLDWIDE HOLDINGS IN,0.12,425974873
28/02/2023,HOLX US,HOLOGIC INC,0.06,214641029
28/02/2023,HD US,HOME DEPOT INC,0.91,3274327365
28/02/2023,HON US,HONEYWELL INTERNATIONAL INC,0.39,1387235070
28/02/2023,HRL US,HORMEL FOODS CORP,0.04,138106166
28/02/2023,HST US,HOST HOTELS & RESORTS INC,0.04,127128842
28/02/2023,HWM US,HOWMET AEROSPACE INC,0.05,167534826
28/02/2023,HPQ US,HP INC,0.08,289208208
28/02/2023,HUM US,HUMANA INC,0.19,676466611
28/02/2023,JBHT US,HUNT (JB) TRANSPRT SVCS INC,0.05,161962168
28/02/2023,HBAN US,HUNTINGTON BANCSHARES INC,0.07,236394647
28/02/2023,HII US,HUNTINGTON INGALLS INDUSTRIE,0.03,91991544
28/02/2023,IEX US,IDEX CORP,0.05,182109386
28/02/2023,IDXX US,IDEXX LABORATORIES INC,0.12,423885327
28/02/2023,ITW US,ILLINOIS TOOL WORKS,0.2,706565033
28/02/2023,ILMN US,ILLUMINA INC,0.09,338109730
28/02/2023,INCY US,INCYTE CORP,0.04,154280545
28/02/2023,IR US,INGERSOLL-RAND INC,0.07,250512180
28/02/2023,INTC US,INTEL CORP,0.31,1110349916
28/02/2023,ICE US,INTERCONTINENTAL EXCHANGE IN,0.17,610694942
28/02/2023,IP US,INTERNATIONAL PAPER CO,0.04,141589560
28/02/2023,IPG US,INTERPUBLIC GROUP OF COS INC,0.04,149042570
28/02/2023,IBM US,INTL BUSINESS MACHINES CORP,0.35,1261634535
28/02/2023,IFF US,INTL FLAVORS & FRAGRANCES,0.07,256421626
28/02/2023,INTU US,INTUIT INC,0.34,1238554423
28/02/2023,ISRG US,INTUITIVE SURGICAL INC,0.25,880311652
28/02/2023,IVZ US,INVESCO LTD,0.02,86375643
28/02/2023,INVH US,INVITATION HOMES INC,0.05,194870307
28/02/2023,IQV US,IQVIA HOLDINGS INC,0.12,418020500
28/02/2023,IRM US,IRON MOUNTAIN INC,0.05,163222795
28/02/2023,JKHY US,JACK HENRY & ASSOCIATES INC,0.04,129160307
28/02/2023,J US,JACOBS SOLUTIONS INC,0.05,165797526
28/02/2023,SJM US,JM SMUCKER CO/THE,0.05,170694934
28/02/2023,JNJ US,JOHNSON & JOHNSON,1.21,4329205260
28/02/2023,JCI US,JOHNSON CONTROLS INTERNATION,0.13,464544461
28/02/2023,JPM US,JPMORGAN CHASE & CO,1.26,4537772060
28/02/2023,JNPR US,JUNIPER NETWORKS INC,0.03,106570210
28/02/2023,K US,KELLOGG CO,0.05,182163075
28/02/2023,KDP US,KEURIG DR PEPPER INC,0.09,315637226
28/02/2023,KEY US,KEYCORP,0.05,181598740
28/02/2023,KEYS US,KEYSIGHT TECHNOLOGIES IN,0.09,309623055
28/02/2023,KMB US,KIMBERLY-CLARK CORP,0.13,453979144
28/02/2023,KIM US,KIMCO REALTY CORP,0.04,135865716
28/02/2023,KMI US,KINDER MORGAN INC,0.1,363736669
28/02/2023,KLAC US,KLA CORP,0.16,578588644
28/02/2023,KHC US,KRAFT HEINZ CO/THE,0.09,333533522
28/02/2023,KR US,KROGER CO,0.08,303354742
28/02/2023,LHX US,L3HARRIS TECHNOLOGIES INC,0.12,434252679
28/02/2023,LH US,LABORATORY CRP OF AMER HLDGS,0.06,232921216
28/02/2023,LRCX US,LAM RESEARCH CORP,0.2,715950565
28/02/2023,LW US,LAMB WESTON HOLDINGS INC,0.04,155459816
28/02/2023,LVS US,LAS VEGAS SANDS CORP,0.06,203053521
28/02/2023,LDOS US,LEIDOS HOLDINGS INC,0.04,142392371
28/02/2023,LEN US,LENNAR CORP-A,0.07,265281589
28/02/2023,LNC US,LINCOLN NATIONAL CORP,0.01,52847740
28/02/2023,9995214D US,LINDE PLC,0.52,1858738586
28/02/2023,LYV US,LIVE NATION ENTERTAINMENT IN,0.03,110062066
28/02/2023,LKQ US,LKQ CORP,0.04,160728756
28/02/2023,LMT US,LOCKHEED MARTIN CORP,0.33,1193757000
28/02/2023,L US,LOEWS CORP,0.04,128130899
28/02/2023,LOW US,LOWE'S COS INC,0.38,1378305876
28/02/2023,LUMN US,LUMEN TECHNOLOGIES INC,0.01,33423523
28/02/2023,LYB US,LYONDELLBASELL INDU-CL A,0.07,262678459
28/02/2023,MTB US,M & T BANK CORP,0.08,293484745
28/02/2023,MRO US,MARATHON OIL CORP,0.05,172367688
28/02/2023,MPC US,MARATHON PETROLEUM CORP,0.17,625130855
28/02/2023,MKTX US,MARKETAXESS HOLDINGS INC,0.04,138206668
28/02/2023,MAR US,MARRIOTT INTERNATIONAL -CL A,0.14,491436066
28/02/2023,MMC US,MARSH & MCLENNAN COS,0.24,870142145
28/02/2023,MLM US,MARTIN MARIETTA MATERIALS,0.07,239182917
28/02/2023,MAS US,MASCO CORP,0.04,127168650
28/02/2023,MA US,MASTERCARD INC - A,0.91,3256755126
28/02/2023,MTCH US,MATCH GROUP INC,0.03,125171406
28/02/2023,MKC US,MCCORMICK & CO-NON VTG SHRS,0.06,201005203
28/02/2023,MCD US,MCDONALD'S CORP,0.58,2085478047
28/02/2023,MCK US,MCKESSON CORP,0.15,541134732
28/02/2023,MDT US,MEDTRONIC PLC,0.33,1187702492
28/02/2023,MRK US,MERCK & CO. INC.,0.81,2906929743
28/02/2023,META US,META PLATFORMS INC-CLASS A,1.18,4245420653
28/02/2023,MET US,METLIFE INC,0.14,517144751
28/02/2023,MTD US,METTLER-TOLEDO INTERNATIONAL,0.1,347033807
28/02/2023,MGM US,MGM RESORTS INTERNATIONAL,0.04,151023938
28/02/2023,MCHP US,MICROCHIP TECHNOLOGY INC,0.13,479862172
28/02/2023,MU US,MICRON TECHNOLOGY INC,0.19,678386796
28/02/2023,MSFT US,MICROSOFT CORP,5.59,20065586088
28/02/2023,MAA US,MID-AMERICA APARTMENT COMM,0.05,196384904
28/02/2023,MRNA US,MODERNA INC,0.14,494906928
28/02/2023,MHK US,MOHAWK INDUSTRIES INC,0.02,56774846
28/02/2023,MOH US,MOLINA HEALTHCARE INC,0.05,172141823
28/02/2023,TAP US,MOLSON COORS BEVERAGE CO - B,0.03,107424013
28/02/2023,MDLZ US,MONDELEZ INTERNATIONAL INC-A,0.27,960767279
